WBS,Lot ID,Factory,BU,Dpmt,Total_Lots,3300_EUV,3400_EUV,Year,JPN_YTD,Month
FRD,AX415186,ISP,ISP,FEB,8.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX230363,FRD,ES,PE1,7,0,0.84,7/1/2023,FY61,7/1/2023
BU,AX332633,FRD,ES,PE1,5.36,0,0,7/1/2023,FY61,7/1/2023
BU,AX332632,FRD,ES,PE1,6.36,0,0,7/1/2023,FY61,7/1/2023
BU,AX340402,FKL,CT,PT,3.36,0,0,8/1/2023,FY61,8/1/2023
FRD,AX425335,ISP,ISP,FEB,6.36,0,0,4/1/2024,FY62,4/1/2024
FRD,AX415186,ISP,ISP,FEB,5,0,0,4/1/2024,FY62,4/1/2024
FRD,AX420054,ISP,ISP,FEB,7.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX340407,FKL,CT,PT,3,0,0,8/1/2023,FY61,8/1/2023
BU,AX340406,FKL,CT,PT,3,0,0.28,8/1/2023,FY61,8/1/2023
FRD,AX420053,ISP,ISP,FEB,6.36,0,0,4/1/2024,FY62,4/1/2024
FRD,AX363693,ISP,ISP,FEB,1,0,0,4/1/2024,FY62,4/1/2024
FRD,AX362336,ISP,ISP,FEB,3,0,0,4/1/2024,FY62,4/1/2024
FRD,AX420054,ISP,ISP,FEB,4,0,0,5/1/2024,FY62,5/1/2024
BU,AX340405,FKL,CT,PT,6.36,0,0,8/1/2023,FY61,8/1/2023
FRD,AX420053,ISP,ISP,FEB,4,0,0,5/1/2024,FY62,5/1/2024
FRD,AX362336,ISP,ISP,FEB,2,0,0,5/1/2024,FY62,5/1/2024
FRD,AX431820,ISP,ISP,FEB,7.36,0,0,5/1/2024,FY62,5/1/2024
BU,AX328265,FKL,CT,PT,0,0,0.35,8/1/2023,FY61,8/1/2023
FRD,AX415186,ISP,ISP,FEB,3,0,0,5/1/2024,FY62,5/1/2024
BU,AX336858,FRD,ES,PE1,7.36,0,1.11,8/1/2023,FY61,8/1/2023
FRD,AX363693,ISP,ISP,FEB,1,0,0,5/1/2024,FY62,5/1/2024
BU,AX337846,FKL,CT,PT,3.36,0,0,8/1/2023,FY61,8/1/2023
BU,AX340404,FKL,CT,PT,3.36,0,0,8/1/2023,FY61,8/1/2023
BU,AX340403,FKL,CT,PT,3.36,0,0,8/1/2023,FY61,8/1/2023
FRD,AX431430,ISP,ISP,FEB,1,0,0,5/1/2024,FY62,5/1/2024
BU,AX332633,FRD,ES,PE1,1,0,0.47,8/1/2023,FY61,8/1/2023
FRD,AX415186,ISP,ISP,FEB,7,0,0,6/1/2024,FY62,6/1/2024
BU,AX335951,FRD,ES,PE1,6.36,0,0.54,8/1/2023,FY61,8/1/2023
FRD,AX431430,ISP,ISP,FEB,2,0,0,6/1/2024,FY62,6/1/2024
BU,AX332634,FRD,ES,PE1,1,0,0.55,8/1/2023,FY61,8/1/2023
BU,AX332632,FRD,ES,PE1,1,0,0.48,8/1/2023,FY61,8/1/2023
BU,AX332635,FRD,ES,PE1,2,0,0.36,8/1/2023,FY61,8/1/2023
FRD,AX440166,ISP,ISP,FEB,7.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX332636,FRD,ES,PE1,17.5,0,0,8/1/2023,FY61,8/1/2023
BU,AX332809,FRD,ES,PE1,1,0,0.59,8/1/2023,FY61,8/1/2023
BU,AX332631,FRD,ES,PE1,2,0,0.32,8/1/2023,FY61,8/1/2023
BU,AX332810,FRD,ES,PE1,1,0,0,8/1/2023,FY61,8/1/2023
FRD,AX431820,ISP,ISP,FEB,9,0,0,6/1/2024,FY62,6/1/2024
FRD,AX441181,ISP,ISP,FEB,2,0,0,7/1/2024,FY62,7/1/2024
BU,AX333167,FKL,CT,PT,8.36,0,0,8/1/2023,FY61,8/1/2023
BU,AX333166,FKL,CT,PT,4.36,0,1.15,8/1/2023,FY61,8/1/2023
BU,AX330439,FRD,ES,PE1,1,0,0.59,8/1/2023,FY61,8/1/2023
BU,AX333168,FKL,CT,PT,1,0,0.31,8/1/2023,FY61,8/1/2023
FRD,AX333105,FRD,FID,FID,6,0,0,8/1/2023,FY61,8/1/2023
FRD,AX333911,FRD,FID,FID,1,0,0,8/1/2023,FY61,8/1/2023
FRD,AX334611,FRD,FID,FID,40.96,0,0,8/1/2023,FY61,8/1/2023
BU,AX335947,FRD,ES,PE1,7.36,0,1.11,8/1/2023,FY61,8/1/2023
BU,AX335948,FRD,ES,PE1,7.36,0,1.11,8/1/2023,FY61,8/1/2023
BU,AX335949,FRD,ES,PE1,8.36,0,1.11,8/1/2023,FY61,8/1/2023
BU,AX335950,FRD,ES,PE1,8.36,0,0.47,8/1/2023,FY61,8/1/2023
BU,AX333165,FKL,CT,PT,4.36,0,2.49,8/1/2023,FY61,8/1/2023
BU,AX333163,FKL,CT,PT,11.36,0,2.46,8/1/2023,FY61,8/1/2023
FRD,AX443764,ISP,ISP,FEB,10.36,0,0,7/1/2024,FY62,7/1/2024
FRD,AX311574,ISP,ISP,FEB,2,0,0,8/1/2023,FY61,8/1/2023
BU,AX323329,FKL,CT,PT,0,0,1.15,8/1/2023,FY61,8/1/2023
BU,AX323330,FKL,CT,PT,0,0,1.33,8/1/2023,FY61,8/1/2023
BU,AX324750,FKL,CT,PT,1,0,0,8/1/2023,FY61,8/1/2023
FRD,AX445127,ISP,ISP,FEB,7.36,0,0,7/1/2024,FY62,7/1/2024
FRD,AX420054,ISP,ISP,FEB,2,0,0,7/1/2024,FY62,7/1/2024
BU,AX321918,FKL,CT,PT,0,0,1.57,8/1/2023,FY61,8/1/2023
BU,AX328261,FKL,CT,PT,1,0,0.23,8/1/2023,FY61,8/1/2023
FRD,AX362336,ISP,ISP,FEB,2,0,0,7/1/2024,FY62,7/1/2024
BU,AX311540,FKL,CT,PT,3,0,0.29,8/1/2023,FY61,8/1/2023
BU,AX324317,FRD,ES,APD,10,0,0,8/1/2023,FY61,8/1/2023
FRD,AX363693,ISP,ISP,FEB,1,0,0,7/1/2024,FY62,7/1/2024
BU,AX202302,FKL,CT,PT,0,0,2.25,8/1/2023,FY61,8/1/2023
BU,AX209142,FKL,CT,PT,2,0,1.97,8/1/2023,FY61,8/1/2023
FRD,AX415186,ISP,ISP,FEB,2,0,0,7/1/2024,FY62,7/1/2024
BU,AX904214,FKL,CT,PT,2,0,0,4/1/2019,FY57,4/1/2019
FRD,AX313783,ISP,ISP,FEB,2,0,0,8/1/2023,FY61,8/1/2023
BU,AX328264,FKL,CT,PT,0,0,0.69,8/1/2023,FY61,8/1/2023
FRD,AX315627,ISP,ISP,FEB,1,0,0,8/1/2023,FY61,8/1/2023
BU,AX202303,FRD,FID,FID,0,0,3.41,8/1/2023,FY61,8/1/2023
BU,AX904213,FKL,CT,PT,2,0,0,4/1/2019,FY57,4/1/2019
FRD,AX337088,FRD,FID,FID,8.36,0,0,9/1/2023,FY61,9/1/2023
FRD,AX337087,FRD,FID,FID,7.77,0,0,9/1/2023,FY61,9/1/2023
FRD,AX337089,FRD,FID,FID,8.36,0,0,9/1/2023,FY61,9/1/2023
FRD,AX337090,FRD,FID,FID,7.47,0,0,9/1/2023,FY61,9/1/2023
BU,AX337846,FKL,CT,PT,0,0,2.49,9/1/2023,FY61,9/1/2023
BU,AX304264,FRD,ES,PE1,5,0,0.54,9/1/2023,FY61,9/1/2023
BU,AX904476,FKL,CT,PT,6,0,0,4/1/2019,FY57,4/1/2019
BU,AX328263,FKL,CT,PT,0,0,0.44,9/1/2023,FY61,9/1/2023
FRD,AX311573,ISP,ISP,FEB,1,0,0,9/1/2023,FY61,9/1/2023
FRD,AX311574,ISP,ISP,FEB,1,0,0,9/1/2023,FY61,9/1/2023
BU,AX311540,FKL,CT,PT,0,0,1.3,9/1/2023,FY61,9/1/2023
BU,AX202302,FKL,CT,PT,0,0,3.06,9/1/2023,FY61,9/1/2023
FRD,AX334611,FRD,FID,FID,20.2,0,0,9/1/2023,FY61,9/1/2023
BU,AX904477,FKL,CT,PT,8,0,0,4/1/2019,FY57,4/1/2019
BU,AX333168,FKL,CT,PT,3,0,0.35,9/1/2023,FY61,9/1/2023
BU,AX333165,FKL,CT,PT,0,0,1.02,9/1/2023,FY61,9/1/2023
FRD,AX313783,ISP,ISP,FEB,19,0,0,9/1/2023,FY61,9/1/2023
BU,AX905567,FKL,CT,PT,2,0,0,5/1/2019,FY57,5/1/2019
BU,AX340404,FKL,CT,PT,1,0,1.66,9/1/2023,FY61,9/1/2023
BU,AX307886,FRD,ES,PE1,3,0,0,9/1/2023,FY61,9/1/2023
BU,AX340406,FKL,CT,PT,4,0,0,9/1/2023,FY61,9/1/2023
BU,AX905566,FKL,CT,PT,2,0,0,5/1/2019,FY57,5/1/2019
BU,AX346480,FRD,ES,APD,4.4,0,0,9/1/2023,FY61,9/1/2023
FRD,AX345151,ISP,ISP,FEB,8.36,0,0,9/1/2023,FY61,9/1/2023
FRD,AX345150,ISP,ISP,FEB,10.36,0,0,9/1/2023,FY61,9/1/2023
BU,AX218256,FRD,ES,PE1,13,0,0.82,7/1/2022,FY60,7/1/2022
BU,AX218256,FRD,ES,PE1,1,0,0,8/1/2022,FY60,8/1/2022
BU,AX345414,FKL,CT,PT,3.36,0,0,9/1/2023,FY61,9/1/2023
BU,AX344641,FKL,CT,PT,7.36,0,0.41,9/1/2023,FY61,9/1/2023
BU,AX344640,FKL,CT,PT,7.36,0,0.41,9/1/2023,FY61,9/1/2023
BU,AX344639,FKL,CT,PT,3.36,0,0,9/1/2023,FY61,9/1/2023
BU,AX344638,FKL,CT,PT,4.36,0,1.19,9/1/2023,FY61,9/1/2023
BU,AX344637,FKL,CT,PT,5.36,0,2.89,9/1/2023,FY61,9/1/2023
BU,AX344636,FKL,CT,PT,5.36,0,1.42,9/1/2023,FY61,9/1/2023
BU,AX344635,FKL,CT,PT,5.36,0,1.46,9/1/2023,FY61,9/1/2023
BU,AX344634,FKL,CT,PT,5.36,0,1.9,9/1/2023,FY61,9/1/2023
FRD,AX343299,FRD,FID,FID,8.36,0,0,9/1/2023,FY61,9/1/2023
FRD,AX342050,ISP,ISP,FEB,8.36,0,0,9/1/2023,FY61,9/1/2023
BU,AX342049,FKL,CT,PT,5,0,0.11,9/1/2023,FY61,9/1/2023
BU,AX342048,FKL,CT,PT,6.36,0,0,9/1/2023,FY61,9/1/2023
BU,AX411580,FRD,ES,PSD,12,0,0,3/1/2024,FY61,3/1/2024
BU,AX411580,FRD,ES,PSD,1,0,1.07,4/1/2024,FY62,4/1/2024
BU,AX411580,FRD,ES,PSD,0,0,0.41,7/1/2024,FY62,7/1/2024
BU,AX907981,FRD,ES,PE1,3,0,0,7/1/2019,FY57,7/1/2019
FRD,AX341067,FRD,FID,FID,3.3,0,0,9/1/2023,FY61,9/1/2023
BU,AX342047,FRD,ES,APD,12.36,0,0.74,9/1/2023,FY61,9/1/2023
FRD,AX340786,FRD,FID,FID,3,0,0,9/1/2023,FY61,9/1/2023
BU,AX340408,FRD,ES,APD,2.36,0,0,9/1/2023,FY61,9/1/2023
BU,AX340407,FKL,CT,PT,0,0,1.72,9/1/2023,FY61,9/1/2023
BU,AX333167,FKL,CT,PT,0,0,0.66,9/1/2023,FY61,9/1/2023
BU,AX340405,FKL,CT,PT,5,0,0.97,9/1/2023,FY61,9/1/2023
BU,AX313821,FKL,CT,PT,0,0,0.44,9/1/2023,FY61,9/1/2023
FRD,AX337086,FRD,FID,FID,7.89,0,0,9/1/2023,FY61,9/1/2023
BU,AX209142,FKL,CT,PT,1,0,0,9/1/2023,FY61,9/1/2023
BU,AX231340,FKL,FPS,PT,5.36,0,0,11/1/2022,FY60,11/1/2022
BU,AX231340,FKL,FPS,PT,2,0,0,12/1/2022,FY60,12/1/2022
BU,AX328265,FKL,CT,PT,0,0,1.24,9/1/2023,FY61,9/1/2023
BU,AX231340,FKL,FPS,PT,4,0,0,1/1/2023,FY60,1/1/2023
BU,AX231340,FKL,FPS,PT,6,0,0,2/1/2023,FY60,2/1/2023
FRD,AX221237,FRD,FID,FID,4,0,0,9/1/2023,FY61,9/1/2023
BU,AX231340,FKL,FPS,PT,4,0,0,3/1/2023,FY60,3/1/2023
FRD,AX328969,ISP,ISP,FEB,3,0,0,9/1/2023,FY61,9/1/2023
BU,AX231340,FKL,FPS,PT,6,0,0,4/1/2023,FY61,4/1/2023
BU,AX207090,FRD,ES,PE1,6,0,0.79,9/1/2023,FY61,9/1/2023
BU,AX324751,FKL,FPS,PT,12.36,0,0,6/1/2023,FY61,6/1/2023
BU,AX231340,FKL,FPS,PT,6,0,0,6/1/2023,FY61,6/1/2023
BU,AX324752,FKL,FPS,PT,9.36,0,0,6/1/2023,FY61,6/1/2023
FRD,AX315627,ISP,ISP,FEB,1,0,0,9/1/2023,FY61,9/1/2023
BU,AX202303,FRD,FID,FID,0,0,0.34,9/1/2023,FY61,9/1/2023
BU,AX447245,FRD,ES,PE4,8.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX332636,FRD,ES,PE1,1,0,0,9/1/2023,FY61,9/1/2023
BU,AX324317,FRD,ES,APD,5,0,0,9/1/2023,FY61,9/1/2023
BU,AX446911,FRD,ES,PE4,5.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX323330,FKL,CT,PT,1,0,0,9/1/2023,FY61,9/1/2023
BU,AX351273,FRD,ES,APRO,3,0,0,10/1/2023,FY61,10/1/2023
BU,AX328264,FKL,CT,PT,0,0,1.01,10/1/2023,FY61,10/1/2023
FRD,AX340786,FRD,FID,FID,1,0,0,10/1/2023,FY61,10/1/2023
BU,AX351273,FRD,ES,APRO,0,0,0.54,11/1/2023,FY61,11/1/2023
BU,AX324317,FRD,ES,APD,20.2,0,0,10/1/2023,FY61,10/1/2023
BU,AX351273,FRD,ES,APRO,0,0,0.32,12/1/2023,FY61,12/1/2023
BU,AX345414,FKL,CT,PT,2,0,1.84,10/1/2023,FY61,10/1/2023
BU,AX345415,FKL,CT,PT,5.4,0,0.42,10/1/2023,FY61,10/1/2023
BU,AX344641,FKL,CT,PT,1,0,1.63,10/1/2023,FY61,10/1/2023
BU,AX342049,FKL,CT,PT,2,0,1.02,10/1/2023,FY61,10/1/2023
BU,AX344640,FKL,CT,PT,1,0,1.83,10/1/2023,FY61,10/1/2023
FRD,AX328969,ISP,ISP,FEB,1,0,0,10/1/2023,FY61,10/1/2023
FRD,AX345151,ISP,ISP,FEB,1,0,0,10/1/2023,FY61,10/1/2023
BU,AX351273,FRD,ES,APRO,0,0,0.29,2/1/2024,FY61,2/1/2024
BU,AX322471,FEB,FID,FEB,1,0,0,10/1/2023,FY61,10/1/2023
BU,AX313821,FKL,CT,PT,0,0,0.05,10/1/2023,FY61,10/1/2023
BU,AX347457,FRD,ES,PE1,9.36,0,0.74,10/1/2023,FY61,10/1/2023
BU,AX347455,FRD,ES,PE1,10.36,0,0.47,10/1/2023,FY61,10/1/2023
FRD,AX350612,FRD,FID,FID,4.01,0,0,10/1/2023,FY61,10/1/2023
FRD,AX350611,FRD,FID,FID,5.24,0,0,10/1/2023,FY61,10/1/2023
FRD,AX349634,FRD,FID,FID,12.21,0,0,10/1/2023,FY61,10/1/2023
BU,AX349275,FKL,FPS,PT,10.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX349274,FKL,FPS,PT,10.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX349273,FKL,FPS,PT,5.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX349272,FKL,FPS,PT,12.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX349270,FKL,FPS,PT,6.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX349269,FKL,FPS,PT,10.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX349268,FKL,FPS,PT,10.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX349267,FKL,FPS,PT,10.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX351274,FTS,ES,PT,2,0,0,10/1/2023,FY61,10/1/2023
BU,AX349266,FKL,FPS,PT,6.36,0,0,10/1/2023,FY61,10/1/2023
FRD,AX348471,FRD,FID,FID,10.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX328263,FKL,CT,PT,0,0,1.42,10/1/2023,FY61,10/1/2023
BU,AX428533,FRD,ES,PSD,5.36,0,0,5/1/2024,FY62,5/1/2024
BU,AX348422,FEB,FID,FEB,6.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX347504,FKL,CT,PT,3.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX347503,FKL,CT,PT,3.4,0,1.72,10/1/2023,FY61,10/1/2023
BU,AX347462,FRD,ES,PE3,10.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX347461,FRD,ES,PE3,10.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX347460,FRD,ES,PE3,10.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX347459,FRD,ES,PE3,10.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX351275,FRD,ES,PE1,9.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX347469,FRD,ES,PE1,9.36,0,0.5,10/1/2023,FY61,10/1/2023
BU,AX340408,FRD,ES,APD,7,0,0.71,10/1/2023,FY61,10/1/2023
BU,AX347456,FRD,ES,PE1,10.36,0,0.54,10/1/2023,FY61,10/1/2023
BU,AX346480,FRD,ES,APD,7,0,1.46,10/1/2023,FY61,10/1/2023
BU,AX428533,FRD,ES,PSD,2,0,0,6/1/2024,FY62,6/1/2024
BU,AX351279,FRD,ES,PE1,6.36,0,0,10/1/2023,FY61,10/1/2023
BU,AX304383,FKL,FPS,PT,5.36,0,0,2/1/2023,FY60,2/1/2023
BU,AX222837,FKL,FPS,PT,5,0,0,9/1/2022,FY60,9/1/2022
FRD,AX334611,FRD,FID,FID,4,0,0,10/1/2023,FY61,10/1/2023
BU,AX340405,FKL,CT,PT,1,0,0.63,10/1/2023,FY61,10/1/2023
BU,AX333168,FKL,CT,PT,1,0,0.89,10/1/2023,FY61,10/1/2023
BU,AX230824,FKL,FPS,PT,6.37,0,0,11/1/2022,FY60,11/1/2022
BU,AX202303,FRD,FID,FID,0,0,0.98,10/1/2023,FY61,10/1/2023
BU,AX304384,FKL,FPS,PT,5.36,0,0,2/1/2023,FY60,2/1/2023
BU,AX202302,FKL,CT,PT,0,0,0.55,10/1/2023,FY61,10/1/2023
FRD,AX313783,ISP,ISP,FEB,5.43,0,0,10/1/2023,FY61,10/1/2023
BU,AX900890,FRD,ES,PE3,5,0,0,1/1/2019,FY56,1/1/2019
BU,AX357823,FKL,CT,PT,7.36,0,0,11/1/2023,FY61,11/1/2023
FRD,AX334611,FRD,FID,FID,5,0,0,11/1/2023,FY61,11/1/2023
BU,AX351275,FRD,ES,PE1,1,0,0,11/1/2023,FY61,11/1/2023
FRD,AX345150,ISP,ISP,FEB,2,0,0,11/1/2023,FY61,11/1/2023
BU,AX347503,FKL,CT,PT,0,0,0.56,11/1/2023,FY61,11/1/2023
BU,AX900891,FRD,ES,PE3,4,0,0,1/1/2019,FY56,1/1/2019
BU,AX328263,FKL,CT,PT,0,0,0.46,11/1/2023,FY61,11/1/2023
FRD,AX345151,ISP,ISP,FEB,3,0,0,11/1/2023,FY61,11/1/2023
BU,AX900890,FRD,ES,PE3,4,0.87,0,2/1/2019,FY56,2/1/2019
BU,AX353925,FKL,CT,PT,7.36,0,0,11/1/2023,FY61,11/1/2023
BU,AX353922,FKL,CT,PT,9.36,0,0,11/1/2023,FY61,11/1/2023
BU,AX202302,FKL,CT,PT,0,0,9.18,11/1/2023,FY61,11/1/2023
BU,AX357822,FKL,CT,PT,7.36,0,0,11/1/2023,FY61,11/1/2023
BU,AX900891,FRD,ES,PE3,5,5.69,0,2/1/2019,FY56,2/1/2019
BU,AX353923,FKL,CT,PT,9.36,0,0,11/1/2023,FY61,11/1/2023
BU,AX202303,FRD,FID,FID,0,0,4.86,11/1/2023,FY61,11/1/2023
FRD,AX350611,FRD,FID,FID,2,0,0,11/1/2023,FY61,11/1/2023
FRD,AX359514,ISP,ISP,FEB,3.36,0,0,11/1/2023,FY61,11/1/2023
BU,AX359758,FKL,CT,PT,4.3,0,0.41,11/1/2023,FY61,11/1/2023
FRD,AX313783,ISP,ISP,FEB,8,0,0,11/1/2023,FY61,11/1/2023
BU,AX349273,FKL,FPS,PT,4,0,0,11/1/2023,FY61,11/1/2023
BU,AX355453,FKL,CT,PT,7.36,0,0,11/1/2023,FY61,11/1/2023
BU,AX349270,FKL,FPS,PT,4,0,0,11/1/2023,FY61,11/1/2023
BU,AX355450,FRD,ES,APD,10.36,0,1.22,11/1/2023,FY61,11/1/2023
BU,AX903416,FRD,ES,PE3,4,0,0,3/1/2019,FY56,3/1/2019
BU,AX349266,FKL,FPS,PT,4,0,0,11/1/2023,FY61,11/1/2023
BU,AX357824,FKL,CT,PT,7.4,0,0,11/1/2023,FY61,11/1/2023
FRD,AX356406,ISP,ISP,FEB,14.36,0,0,11/1/2023,FY61,11/1/2023
FRD,AX348471,FRD,FID,FID,13,0,0,11/1/2023,FY61,11/1/2023
BU,AX353926,FKL,CT,PT,7.36,0,0.62,11/1/2023,FY61,11/1/2023
BU,AX407804,FRD,ES,PE2,14.36,0,1.46,2/1/2024,FY61,2/1/2024
BU,AX348422,FEB,FID,FEB,6.66,0,0,11/1/2023,FY61,11/1/2023
BU,AX347504,FKL,CT,PT,0,0,1.41,11/1/2023,FY61,11/1/2023
BU,AX353924,FKL,CT,PT,9.36,0,0,11/1/2023,FY61,11/1/2023
BU,AX354476,FKL,CT,PT,9.36,0,0,11/1/2023,FY61,11/1/2023
BU,AX344639,FKL,CT,PT,1,0,0.9,11/1/2023,FY61,11/1/2023
BU,AX903415,FRD,ES,PE3,5,0,0,3/1/2019,FY56,3/1/2019
BU,AX900890,FRD,ES,PE3,1,2.34,0,3/1/2019,FY56,3/1/2019
BU,AX903415,FRD,ES,PE3,3,0.13,0,4/1/2019,FY57,4/1/2019
BU,AX903416,FRD,ES,PE3,3,0.22,0,4/1/2019,FY57,4/1/2019
BU,AX905146,FRD,ES,PE3,7,0,0,5/1/2019,FY57,5/1/2019
FRD,AX337090,FRD,FID,FID,2,0,0,11/1/2023,FY61,11/1/2023
BU,AX115678,FTS,TFF,DD,3,0,0,11/1/2023,FY61,11/1/2023
FRD,AX350612,FRD,FID,FID,2,0,0,11/1/2023,FY61,11/1/2023
FRD,AX337089,FRD,FID,FID,3,0,0,11/1/2023,FY61,11/1/2023
FRD,AX337088,FRD,FID,FID,3,0,0,11/1/2023,FY61,11/1/2023
BU,AX342048,FKL,CT,PT,2,0,0,11/1/2023,FY61,11/1/2023
BU,AX903415,FRD,ES,PE3,1,2.83,0,5/1/2019,FY57,5/1/2019
FRD,AX337087,FRD,FID,FID,3,0,0,11/1/2023,FY61,11/1/2023
BU,AX324317,FRD,ES,APD,4,0,0,11/1/2023,FY61,11/1/2023
FRD,AX356568,ISP,ISP,FEB,8.36,0,0,11/1/2023,FY61,11/1/2023
FRD,AX337086,FRD,FID,FID,1,0,0,11/1/2023,FY61,11/1/2023
BU,AX313821,FKL,CT,PT,0,0,0.46,11/1/2023,FY61,11/1/2023
BU,AX357820,FKL,CT,PT,5.36,0,1.67,11/1/2023,FY61,11/1/2023
BU,AX355452,FKL,CT,PT,3.36,0,0,11/1/2023,FY61,11/1/2023
BU,AX340405,FKL,CT,PT,1,0,0.37,11/1/2023,FY61,11/1/2023
BU,AX345415,FKL,CT,PT,0,0,1.32,11/1/2023,FY61,11/1/2023
BU,AX357821,FKL,CT,PT,3.36,0,0,11/1/2023,FY61,11/1/2023
BU,AX905146,FRD,ES,PE3,2,6.48,0,6/1/2019,FY57,6/1/2019
BU,AX903416,FRD,ES,PE3,3,2.8,0,7/1/2019,FY57,7/1/2019
BU,AX909392,FRD,ES,PE3,21,0,0,8/1/2019,FY57,8/1/2019
BU,AX909392,FRD,ES,PE3,8,0,0,9/1/2019,FY57,9/1/2019
BU,AX909392,FRD,ES,PE3,11,0,0,10/1/2019,FY57,10/1/2019
BU,AX328265,FKL,CT,PT,0,0,2.12,11/1/2023,FY61,11/1/2023
BU,AX403254,FRD,ES,PE4,5.36,0,0,1/1/2024,FY61,1/1/2024
BU,AX357826,FRD,ES,PE2,12.4,0,1.3,11/1/2023,FY61,11/1/2023
BU,AX361759,FKL,CT,PT,3.25,0,0,12/1/2023,FY61,12/1/2023
BU,AX403254,FRD,ES,PE4,2,0,0.59,2/1/2024,FY61,2/1/2024
BU,AX351279,FRD,ES,PE1,1,0,0,12/1/2023,FY61,12/1/2023
FRD,AX360619,ISP,ISP,FEB,8.36,0,0,12/1/2023,FY61,12/1/2023
BU,AX403254,FRD,ES,PE4,0,0,0.08,3/1/2024,FY61,3/1/2024
BU,AX403254,FRD,ES,PE4,2,0,1.4,4/1/2024,FY62,4/1/2024
BU,AX361305,FRD,ES,PDE2,6.26,0,0,12/1/2023,FY61,12/1/2023
BU,AX361346,FTS,TFF,DD,19.2,0,1.43,12/1/2023,FY61,12/1/2023
BU,AX439500,FRD,ES,PE4,10.36,0,0.3,6/1/2024,FY62,6/1/2024
FRD,AX356406,ISP,ISP,FEB,9,0,0,12/1/2023,FY61,12/1/2023
BU,AX362509,FRD,ES,PE1,15.2,0,1.89,12/1/2023,FY61,12/1/2023
BU,AX361781,FRD,ES,PDE2,5.36,0,0,12/1/2023,FY61,12/1/2023
BU,AX361306,FKL,CT,PT,8.36,0,0,12/1/2023,FY61,12/1/2023
BU,AX357826,FRD,ES,PE2,1,0,1.26,12/1/2023,FY61,12/1/2023
BU,AX357822,FKL,CT,PT,1,0,0.63,12/1/2023,FY61,12/1/2023
BU,AX319440,FKL,FPS,PT,11.36,0,0,5/1/2023,FY61,5/1/2023
BU,AX357825,FKL,CT,PT,7.2,0,0,12/1/2023,FY61,12/1/2023
BU,AX361780,FRD,ES,PDE2,5.36,0,0,12/1/2023,FY61,12/1/2023
BU,AX357821,FKL,CT,PT,2,0,1.42,12/1/2023,FY61,12/1/2023
BU,AX361757,FKL,CT,PT,8.2,0,0,12/1/2023,FY61,12/1/2023
BU,AX361758,FKL,CT,PT,8.2,0,0,12/1/2023,FY61,12/1/2023
BU,AX361061,FKL,FPS,PT,5.2,0,0,12/1/2023,FY61,12/1/2023
BU,AX332812,FKL,FPS,PT,5.36,0,0,7/1/2023,FY61,7/1/2023
BU,AX353926,FKL,CT,PT,2,0,0.66,12/1/2023,FY61,12/1/2023
FRD,AX345150,ISP,ISP,FEB,1,0,0,12/1/2023,FY61,12/1/2023
BU,AX332812,FKL,FPS,PT,5,0,0,8/1/2023,FY61,8/1/2023
BU,AX349273,FKL,FPS,PT,2,0,0,12/1/2023,FY61,12/1/2023
BU,AX409220,FKL,FPS,PT,10.36,0,0,2/1/2024,FY61,2/1/2024
FRD,AX342050,ISP,ISP,FEB,1,0,0,12/1/2023,FY61,12/1/2023
BU,AX413155,FRD,ES,PE2,8.36,0,0.68,3/1/2024,FY61,3/1/2024
BU,AX342048,FKL,CT,PT,2,0,0,12/1/2023,FY61,12/1/2023
BU,AX224401,FKL,FPS,PT,9,0,0,9/1/2022,FY60,9/1/2022
BU,AX231341,FKL,FPS,PT,10.37,0,0,12/1/2022,FY60,12/1/2022
BU,AX315794,FRD,ES,PE1,8.36,0,0,4/1/2023,FY61,4/1/2023
BU,AX202303,FRD,FID,FID,0,0,1.93,12/1/2023,FY61,12/1/2023
FRD,AX348471,FRD,FID,FID,23,0,0,12/1/2023,FY61,12/1/2023
BU,AX349266,FKL,FPS,PT,2,0,0,12/1/2023,FY61,12/1/2023
FRD,AX313783,ISP,ISP,FEB,2,0,0,12/1/2023,FY61,12/1/2023
FRD,AX337086,FRD,FID,FID,2,0,0,12/1/2023,FY61,12/1/2023
