WBS,Lot ID,Factory,BU,Dpmt,Total_Lots,3300_EUV,3400_EUV,Year,JPN_YTD,Month
BU,AX910085,FRD,ES,PE2,12,0,0,10/1/2019,FY57,10/1/2019
BU,AX907879,FRD,ES,PE2,10,0,0,10/1/2019,FY57,10/1/2019
FRD,AX346237,ISP,ISP,FEB,1,0,0,3/1/2024,FY61,3/1/2024
FRD,AX424286,ISP,ISP,FEB,10.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX909749,FRD,ES,PE2,6,0,0,10/1/2019,FY57,10/1/2019
BU,AX910084,FRD,ES,PE2,8,0,0,10/1/2019,FY57,10/1/2019
BU,AX910215,FRD,ES,PE3,0,3.11,0,11/1/2019,FY57,11/1/2019
BU,AX913121,FEB,FID,FEB,7,0,0,11/1/2019,FY57,11/1/2019
BU,AX913089,FEB,FID,FEB,7,0,0,11/1/2019,FY57,11/1/2019
BU,AX913055,FRD,ES,PE2,27,0,0,11/1/2019,FY57,11/1/2019
BU,AX912976,FRD,ES,PE2,6,0.94,1.19,11/1/2019,FY57,11/1/2019
BU,AX913133,FTS,ES,PT,2,0,0,11/1/2019,FY57,11/1/2019
BU,AX912975,FRD,ES,PE1,6,0,1.4,11/1/2019,FY57,11/1/2019
BU,AX912741,FRD,ES,APD,7,0,0.54,11/1/2019,FY57,11/1/2019
BU,AX912740,FRD,ES,APD,7,0,0.54,11/1/2019,FY57,11/1/2019
BU,AX912738,FRD,ES,PE3,12,3.99,0,11/1/2019,FY57,11/1/2019
BU,AX912831,FRD,ES,PE2,2,0,0,11/1/2019,FY57,11/1/2019
BU,AX912830,FRD,ES,PE2,5,0,0.74,11/1/2019,FY57,11/1/2019
BU,AX912742,FRD,ES,PE2,6,0,0,11/1/2019,FY57,11/1/2019
BU,AX912977,FRD,ES,PE2,6,1.07,1.95,11/1/2019,FY57,11/1/2019
BU,AX913166,FRD,ES,ZPRO,2,0,0,11/1/2019,FY57,11/1/2019
BU,AX913516,FRD,ES,PE3,8,0,0,11/1/2019,FY57,11/1/2019
BU,AX913416,FKL,FPS,PT,6,0,0,11/1/2019,FY57,11/1/2019
BU,AX913889,FRD,ES,PE2,2,0,0,11/1/2019,FY57,11/1/2019
BU,AX913417,FKL,FPS,PT,3,0,0,11/1/2019,FY57,11/1/2019
BU,AX913943,FEB,FID,FRD,1,0,0,11/1/2019,FY57,11/1/2019
BU,AX913860,FEB,FID,FEB,4,0,0,11/1/2019,FY57,11/1/2019
BU,AX913596,FRD,ES,APD,5,0,0,11/1/2019,FY57,11/1/2019
BU,AX913595,FRD,ES,APD,7,0,0,11/1/2019,FY57,11/1/2019
BU,AX913164,FEB,FID,FRD,2,0,0,11/1/2019,FY57,11/1/2019
BU,AX913593,FRD,ES,PE2,5,0,0,11/1/2019,FY57,11/1/2019
BU,AX913556,FRD,ES,PE2,2,0.96,0,11/1/2019,FY57,11/1/2019
BU,AX913555,FRD,ES,PE2,2,0,0,11/1/2019,FY57,11/1/2019
BU,AX913558,FRD,ES,APD,5,0,0,11/1/2019,FY57,11/1/2019
BU,AX912739,FRD,ES,PE3,12,3.86,0,11/1/2019,FY57,11/1/2019
BU,AX913559,FRD,ES,PE2,10,0,0,11/1/2019,FY57,11/1/2019
BU,AX913462,FRD,ES,PE1,7,0,0,11/1/2019,FY57,11/1/2019
BU,AX913557,FRD,ES,APD,5,0,0,11/1/2019,FY57,11/1/2019
BU,AX912737,FRD,ES,PE3,12,3.81,0,11/1/2019,FY57,11/1/2019
BU,AX912743,FRD,ES,PE2,2,0,0,11/1/2019,FY57,11/1/2019
BU,AX912647,FRD,ES,PE2,15,2.43,0,11/1/2019,FY57,11/1/2019
BU,AX910786,FRD,ES,PE1,4,0,0,11/1/2019,FY57,11/1/2019
BU,AX910239,FRD,ES,PE2,1,2.6,0,11/1/2019,FY57,11/1/2019
BU,AX911705,FRD,ES,PE2,0,0,0.75,11/1/2019,FY57,11/1/2019
BU,AX911706,FRD,ES,PE2,0,0,0.54,11/1/2019,FY57,11/1/2019
BU,AX911704,FRD,ES,PE2,3,0,0.63,11/1/2019,FY57,11/1/2019
BU,AX903647,FRD,ES,PE1,2,0,0,11/1/2019,FY57,11/1/2019
BU,AX911981,FKL,CT,PT,3,0,0,11/1/2019,FY57,11/1/2019
BU,AX912471,FRD,ES,PE3,7,0,0,11/1/2019,FY57,11/1/2019
BU,AX201902,FKL,CT,PT,0,0,3.48,11/1/2019,FY57,11/1/2019
BU,AX912504,FRD,ES,APD,2,0,0.64,11/1/2019,FY57,11/1/2019
BU,AX906195,FEB,FID,FEB,2,0,0,11/1/2019,FY57,11/1/2019
BU,AX910213,FRD,ES,PE3,0,2.86,0,11/1/2019,FY57,11/1/2019
BU,AX912505,FRD,ES,APD,2,0,0.84,11/1/2019,FY57,11/1/2019
BU,AX201901,FKL,CT,PT,0,9.53,0,11/1/2019,FY57,11/1/2019
BU,AX912533,FRD,ES,PE2,7,0,0.56,11/1/2019,FY57,11/1/2019
BU,AX912532,FRD,ES,PE2,7,0,0.7,11/1/2019,FY57,11/1/2019
BU,AX913558,FRD,ES,APD,1,0,0.44,12/1/2019,FY57,12/1/2019
BU,AX914023,FRD,ES,PE2,7,2.53,0,12/1/2019,FY57,12/1/2019
BU,AX914024,FRD,ES,PE2,8,2.46,0,12/1/2019,FY57,12/1/2019
BU,AX914046,FEB,FID,ISP,2,0,0,12/1/2019,FY57,12/1/2019
BU,AX912742,FRD,ES,PE2,4,0.08,0,12/1/2019,FY57,12/1/2019
BU,AX913557,FRD,ES,APD,3,0,0.94,12/1/2019,FY57,12/1/2019
BU,AX910786,FRD,ES,PE1,3,1.06,0,12/1/2019,FY57,12/1/2019
BU,AX912647,FRD,ES,PE2,3,0,0,12/1/2019,FY57,12/1/2019
BU,AX913595,FRD,ES,APD,1,0,0.7,12/1/2019,FY57,12/1/2019
BU,AX913596,FRD,ES,APD,1,0,0.44,12/1/2019,FY57,12/1/2019
BU,AX910085,FRD,ES,PE2,5,0,0,12/1/2019,FY57,12/1/2019
BU,AX913860,FEB,FID,FEB,1,0,0.48,12/1/2019,FY57,12/1/2019
BU,AX913417,FKL,FPS,PT,7,0,0,12/1/2019,FY57,12/1/2019
BU,AX913559,FRD,ES,PE2,8,1.51,0,12/1/2019,FY57,12/1/2019
BU,AX201901,FKL,CT,PT,0,0.56,0,12/1/2019,FY57,12/1/2019
BU,AX914200,FRD,ES,PE2,7,2.54,0,12/1/2019,FY57,12/1/2019
BU,AX201902,FKL,CT,PT,0,0,4.69,12/1/2019,FY57,12/1/2019
BU,AX913055,FRD,ES,PE2,5,0,0,12/1/2019,FY57,12/1/2019
BU,AX911981,FKL,CT,PT,6,0,0,12/1/2019,FY57,12/1/2019
BU,AX913089,FEB,FID,FEB,2,0,0,12/1/2019,FY57,12/1/2019
BU,AX913121,FEB,FID,FEB,2,0,0,12/1/2019,FY57,12/1/2019
BU,AX914455,FRD,ES,PE3,8,0,0,12/1/2019,FY57,12/1/2019
BU,AX201900,FKL,CT,PT,336,0,0,12/1/2019,FY57,12/1/2019
BU,AX914522,FEB,FID,FRD,9,0,1.02,12/1/2019,FY57,12/1/2019
BU,AX913166,FRD,ES,ZPRO,0,0.37,0,12/1/2019,FY57,12/1/2019
BU,AX913164,FEB,FID,FRD,0,1.28,0,12/1/2019,FY57,12/1/2019
BU,AX911963,FKL,CT,PT,0,1.64,0.35,12/1/2019,FY57,12/1/2019
BU,AX913416,FKL,FPS,PT,9,0,0,12/1/2019,FY57,12/1/2019
BU,AX914201,FRD,ES,PE2,7,2.76,0,12/1/2019,FY57,12/1/2019
BU,AX913943,FEB,FID,FRD,7,0,0,12/1/2019,FY57,12/1/2019
BU,AX000630,FEB,FID,FEB,3,0,0,1/1/2020,FY57,1/1/2020
BU,AX000448,FEB,FID,FRD,8,0,0,1/1/2020,FY57,1/1/2020
BU,AX000449,FEB,FID,FRD,8,0,0,1/1/2020,FY57,1/1/2020
BU,AX000312,FRD,ES,PE3,8,0,0,1/1/2020,FY57,1/1/2020
BU,AX000785,FRD,ES,PE2,6,0,0,1/1/2020,FY57,1/1/2020
BU,AX000999,FEB,FID,FEB,7,0,0,1/1/2020,FY57,1/1/2020
BU,AX001001,FEB,FID,FRD,5,0,0,1/1/2020,FY57,1/1/2020
BU,AX000675,FKL,FPS,PT,9,0,0,1/1/2020,FY57,1/1/2020
BU,AX000884,FRD,ES,PE2,4,0,0,1/1/2020,FY57,1/1/2020
BU,AX000384,FRD,ES,PE2,12,0,0,1/1/2020,FY57,1/1/2020
BU,AX000331,FEB,FID,FEB,4,0,0,1/1/2020,FY57,1/1/2020
BU,AX000385,FRD,ES,PE2,7,0,0,1/1/2020,FY57,1/1/2020
BU,AX000784,FRD,ES,PE2,7,0,0,1/1/2020,FY57,1/1/2020
BU,AX000495,FRD,ES,PE3,13,0,0,1/1/2020,FY57,1/1/2020
BU,AX000671,FKL,FPS,PT,10,0,0,1/1/2020,FY57,1/1/2020
BU,AX000206,FEB,FID,FEB,5,0,0,1/1/2020,FY57,1/1/2020
BU,AX000670,FKL,FPS,PT,10,0,0,1/1/2020,FY57,1/1/2020
BU,AX000496,FRD,ES,PE2,4,0,0,1/1/2020,FY57,1/1/2020
BU,AX000497,FRD,ES,PE2,4,0,0,1/1/2020,FY57,1/1/2020
BU,AX000672,FKL,FPS,PT,9,0,0,1/1/2020,FY57,1/1/2020
BU,AX202002,FKL,CT,PT,0,0,1.04,1/1/2020,FY57,1/1/2020
BU,AX000673,FKL,FPS,PT,6,0,0,1/1/2020,FY57,1/1/2020
BU,AX913462,FRD,ES,PE1,1,0,0,1/1/2020,FY57,1/1/2020
BU,AX913555,FRD,ES,PE2,4,0,0,1/1/2020,FY57,1/1/2020
BU,AX000903,FRD,ES,PE2,9,0,0,1/1/2020,FY57,1/1/2020
BU,AX910786,FRD,ES,PE1,1,0.47,0.69,1/1/2020,FY57,1/1/2020
BU,AX913943,FEB,FID,FRD,1,0,0,1/1/2020,FY57,1/1/2020
BU,AX914446,FEB,FID,ISP,1,0,0,1/1/2020,FY57,1/1/2020
BU,AX912742,FRD,ES,PE2,2,1.02,0.97,1/1/2020,FY57,1/1/2020
BU,AX202001,FKL,CT,PT,0,1,0,1/1/2020,FY57,1/1/2020
BU,AX000183,FEB,FID,FEB,4,0,0,1/1/2020,FY57,1/1/2020
BU,AX913166,FRD,ES,ZPRO,1,0,0,1/1/2020,FY57,1/1/2020
BU,AX002191,FRD,ES,PE3,2,0,0,2/1/2020,FY57,2/1/2020
BU,AX001659,FKL,FPS,PT,9,0,0,2/1/2020,FY57,2/1/2020
BU,AX001575,FEB,FID,FRD,2,0,0,2/1/2020,FY57,2/1/2020
BU,AX001653,FKL,FPS,PT,10,0,0,2/1/2020,FY57,2/1/2020
BU,AX000674,FKL,FPS,PT,10,0,0,2/1/2020,FY57,2/1/2020
BU,AX001637,FKL,CT,PT,2,0,0,2/1/2020,FY57,2/1/2020
BU,AX001660,FKL,FPS,PT,9,0,0,2/1/2020,FY57,2/1/2020
BU,AX002378,FRD,ES,PE3,4,0,0,2/1/2020,FY57,2/1/2020
BU,AX002387,FRD,ES,PE3,5,0,0,2/1/2020,FY57,2/1/2020
BU,AX001264,FRD,ES,PE2,24,0,0,2/1/2020,FY57,2/1/2020
BU,AX001661,FKL,FPS,PT,7,0,0,2/1/2020,FY57,2/1/2020
BU,AX001268,FRD,ES,PE2,12,0,0.85,2/1/2020,FY57,2/1/2020
BU,AX001267,FRD,ES,PE2,10,0,0.72,2/1/2020,FY57,2/1/2020
BU,AX001662,FKL,FPS,PT,9,0,0,2/1/2020,FY57,2/1/2020
BU,AX001443,FEB,FID,FRD,14,0,0,2/1/2020,FY57,2/1/2020
BU,AX002635,FRD,ES,PE3,2,0,0,2/1/2020,FY57,2/1/2020
BU,AX000673,FKL,FPS,PT,4,0,0,2/1/2020,FY57,2/1/2020
BU,AX001636,FKL,CT,PT,2,0,0,2/1/2020,FY57,2/1/2020
BU,AX002339,FRD,ES,PE2,5,0,0,2/1/2020,FY57,2/1/2020
BU,AX001451,FRD,ES,PE3,8,0,0,2/1/2020,FY57,2/1/2020
BU,AX002192,FRD,ES,PE3,2,0,0,2/1/2020,FY57,2/1/2020
BU,AX001717,FEB,FID,FEB,7,0,0,2/1/2020,FY57,2/1/2020
BU,AX002020,FRD,ES,PE2,6,0,0.77,2/1/2020,FY57,2/1/2020
BU,AX001954,FRD,ES,PE3,8,0,0.45,2/1/2020,FY57,2/1/2020
BU,AX001895,FRD,ES,PE3,10,0,0.54,2/1/2020,FY57,2/1/2020
BU,AX001854,FRD,ES,PE2,11,0,0.97,2/1/2020,FY57,2/1/2020
BU,AX001716,FEB,FID,FEB,7,0,0,2/1/2020,FY57,2/1/2020
BU,AX001658,FKL,FPS,PT,10,0,0,2/1/2020,FY57,2/1/2020
BU,AX002193,FRD,ES,PE3,2,0,0,2/1/2020,FY57,2/1/2020
BU,AX001657,FKL,FPS,PT,10,0,0,2/1/2020,FY57,2/1/2020
BU,AX001655,FKL,FPS,PT,10,0,0,2/1/2020,FY57,2/1/2020
BU,AX001903,FTS,ES,PT,12,0,0.74,2/1/2020,FY57,2/1/2020
BU,AX001656,FKL,FPS,PT,10,0,0,2/1/2020,FY57,2/1/2020
BU,AX001843,FEB,FID,ISP,11,0,0,2/1/2020,FY57,2/1/2020
BU,AX001710,FRD,ES,PE2,9,0,0.74,2/1/2020,FY57,2/1/2020
BU,AX002194,FRD,ES,PE3,2,0,0,2/1/2020,FY57,2/1/2020
BU,AX001857,FEB,FID,ISP,8,0,0,2/1/2020,FY57,2/1/2020
BU,AX001855,FEB,FID,FRD,11,0,1.55,2/1/2020,FY57,2/1/2020
BU,AX002380,FKL,CT,PT,4,0,0,2/1/2020,FY57,2/1/2020
BU,AX001638,FRD,ES,APD,14,0,0.45,2/1/2020,FY57,2/1/2020
BU,AX001654,FKL,FPS,PT,10,0,0,2/1/2020,FY57,2/1/2020
BU,AX002234,FRD,ES,PE3,1,0,0,2/1/2020,FY57,2/1/2020
BU,AX001709,FRD,ES,PE2,9,0,0.76,2/1/2020,FY57,2/1/2020
BU,AX913555,FRD,ES,PE2,8,0,0.6,2/1/2020,FY57,2/1/2020
BU,AX912742,FRD,ES,PE2,6,0,0.8,2/1/2020,FY57,2/1/2020
BU,AX001001,FEB,FID,FRD,0,0,0.1,2/1/2020,FY57,2/1/2020
BU,AX000675,FKL,FPS,PT,1,0,0,2/1/2020,FY57,2/1/2020
BU,AX000884,FRD,ES,PE2,22,0,1.05,2/1/2020,FY57,2/1/2020
BU,AX000448,FEB,FID,FRD,2,0,0,2/1/2020,FY57,2/1/2020
BU,AX000206,FEB,FID,FEB,3,0,0,2/1/2020,FY57,2/1/2020
BU,AX000672,FKL,FPS,PT,1,0,0,2/1/2020,FY57,2/1/2020
BU,AX202002,FKL,CT,PT,0,0,4.28,2/1/2020,FY57,2/1/2020
BU,AX000495,FRD,ES,PE3,2,0,1.22,2/1/2020,FY57,2/1/2020
BU,AX000497,FRD,ES,PE2,13,0,0.56,2/1/2020,FY57,2/1/2020
BU,AX000449,FEB,FID,FRD,2,0,0,2/1/2020,FY57,2/1/2020
BU,AX000496,FRD,ES,PE2,13,0,0.84,2/1/2020,FY57,2/1/2020
BU,AX002378,FRD,ES,PE3,8,3.78,0,3/1/2020,FY57,3/1/2020
BU,AX002998,FEB,FID,FRD,2,0,0,3/1/2020,FY57,3/1/2020
BU,AX002380,FKL,CT,PT,0,0.15,0,3/1/2020,FY57,3/1/2020
BU,AX003422,FRD,ES,PE2,2,0,0,3/1/2020,FY57,3/1/2020
BU,AX003504,FRD,ES,APD,5,1.17,0,3/1/2020,FY57,3/1/2020
BU,AX202000,FEB,FID,ISP,8,0,0,3/1/2020,FY57,3/1/2020
BU,AX202001,FKL,CT,PT,0,5.45,0,3/1/2020,FY57,3/1/2020
BU,AX001659,FKL,FPS,PT,1,0,0,3/1/2020,FY57,3/1/2020
BU,AX912742,FRD,ES,PE2,2,0,0,3/1/2020,FY57,3/1/2020
BU,AX003133,FKL,CT,PT,2,0,0,3/1/2020,FY57,3/1/2020
BU,AX002997,FRD,ES,PE2,4,1.82,0,3/1/2020,FY57,3/1/2020
BU,AX001660,FKL,FPS,PT,1,0,0,3/1/2020,FY57,3/1/2020
BU,AX002996,FRD,ES,APD,10,0.6,0,3/1/2020,FY57,3/1/2020
BU,AX910084,FRD,ES,PE2,4,0,0,3/1/2020,FY57,3/1/2020
BU,AX002387,FRD,ES,PE3,3,0,0,3/1/2020,FY57,3/1/2020
BU,AX002850,FRD,ES,APD,7,0,0,3/1/2020,FY57,3/1/2020
BU,AX001661,FKL,FPS,PT,3,0,0,3/1/2020,FY57,3/1/2020
BU,AX001662,FKL,FPS,PT,1,0,0,3/1/2020,FY57,3/1/2020
BU,AX002635,FRD,ES,PE3,2,0,0,3/1/2020,FY57,3/1/2020
BU,AX002234,FRD,ES,PE3,7,1.36,0,3/1/2020,FY57,3/1/2020
BU,AX003643,FRD,ES,PE3,5,0,0,3/1/2020,FY57,3/1/2020
BU,AX003690,FRD,ES,PE3,8,4.07,0,3/1/2020,FY57,3/1/2020
BU,AX003512,FRD,ES,PE2,10,2.43,0,3/1/2020,FY57,3/1/2020
BU,AX001575,FEB,FID,FRD,10,3.85,0,3/1/2020,FY57,3/1/2020
BU,AX004026,FRD,ES,APD,3,0,0,3/1/2020,FY57,3/1/2020
BU,AX003467,FRD,ES,PE2,16,0,0,3/1/2020,FY57,3/1/2020
BU,AX004025,FRD,ES,PE2,1,0,0,3/1/2020,FY57,3/1/2020
BU,AX000449,FEB,FID,FRD,10,0,0,3/1/2020,FY57,3/1/2020
BU,AX004115,FKL,CT,PT,1,0,0,3/1/2020,FY57,3/1/2020
BU,AX000497,FRD,ES,PE2,0,1.64,0,3/1/2020,FY57,3/1/2020
BU,AX003503,FRD,ES,APD,7,3.43,0,3/1/2020,FY57,3/1/2020
BU,AX000496,FRD,ES,PE2,3,0.3,0,3/1/2020,FY57,3/1/2020
BU,AX001264,FRD,ES,PE2,26,0,0,3/1/2020,FY57,3/1/2020
BU,AX003499,FRD,ES,APD,9,2.78,0,3/1/2020,FY57,3/1/2020
BU,AX000448,FEB,FID,FRD,7,0,0,3/1/2020,FY57,3/1/2020
BU,AX000206,FEB,FID,FEB,1,0,0,3/1/2020,FY57,3/1/2020
BU,AX001443,FEB,FID,FRD,1,0,0,3/1/2020,FY57,3/1/2020
BU,AX001843,FEB,FID,ISP,7,0,0,3/1/2020,FY57,3/1/2020
BU,AX004479,FRD,ES,PE2,0,0,0.78,4/1/2020,FY58,4/1/2020
BU,AX004257,FRD,ES,APD,9,2.21,0,4/1/2020,FY58,4/1/2020
BU,AX004541,FRD,ES,PE3,8,0,0,4/1/2020,FY58,4/1/2020
BU,AX004039,FTS,ES,PT,24,0,0,4/1/2020,FY58,4/1/2020
BU,AX004458,FEB,FID,ISP,1,0,0,4/1/2020,FY58,4/1/2020
BU,AX004041,FRD,ES,PE2,17,1.3,0.61,4/1/2020,FY58,4/1/2020
BU,AX005089,FRD,ES,PE1,7,0,0,4/1/2020,FY58,4/1/2020
BU,AX004602,FRD,ES,PE2,6,0.51,0,4/1/2020,FY58,4/1/2020
BU,AX004259,FRD,ES,PE2,2,0,0,4/1/2020,FY58,4/1/2020
BU,AX004026,FRD,ES,APD,4,2.74,0,4/1/2020,FY58,4/1/2020
BU,AX004025,FRD,ES,PE2,9,2.13,0,4/1/2020,FY58,4/1/2020
BU,AX004116,FKL,CT,PT,2,0,0,4/1/2020,FY58,4/1/2020
BU,AX004115,FKL,CT,PT,1,0,0,4/1/2020,FY58,4/1/2020
BU,AX002998,FEB,FID,FRD,15,0,0,4/1/2020,FY58,4/1/2020
BU,AX004258,FRD,ES,PE2,3,0,0,4/1/2020,FY58,4/1/2020
BU,AX003504,FRD,ES,APD,4,1.32,0,4/1/2020,FY58,4/1/2020
BU,AX003467,FRD,ES,PE2,16,0,0,4/1/2020,FY58,4/1/2020
BU,AX003643,FRD,ES,PE3,3,0,0,4/1/2020,FY58,4/1/2020
BU,AX002996,FRD,ES,APD,2,0,0,4/1/2020,FY58,4/1/2020
BU,AX004604,FEB,FID,DTP,17,0,0.86,4/1/2020,FY58,4/1/2020
BU,AX004042,FRD,ES,APD,7,2.13,0,4/1/2020,FY58,4/1/2020
BU,AX004781,FEB,FID,ISP,2,0,0,4/1/2020,FY58,4/1/2020
BU,AX001264,FRD,ES,PE2,3,0,0,4/1/2020,FY58,4/1/2020
BU,AX000497,FRD,ES,PE2,2,0.42,0,4/1/2020,FY58,4/1/2020
BU,AX000449,FEB,FID,FRD,7,0,0,4/1/2020,FY58,4/1/2020
BU,AX001855,FEB,FID,FRD,5,0,0,4/1/2020,FY58,4/1/2020
BU,AX000448,FEB,FID,FRD,4,0,0,4/1/2020,FY58,4/1/2020
BU,AX001843,FEB,FID,ISP,5,0,0,4/1/2020,FY58,4/1/2020
BU,AX005058,FRD,ES,APD,8,0,0,4/1/2020,FY58,4/1/2020
BU,AX005057,FRD,ES,PE2,16,0,0,4/1/2020,FY58,4/1/2020
BU,AX004923,FRD,ES,PE2,2,0,0,4/1/2020,FY58,4/1/2020
BU,AX202002,FKL,CT,PT,0,0,2.37,4/1/2020,FY58,4/1/2020
BU,AX202001,FKL,CT,PT,0,5.81,0,4/1/2020,FY58,4/1/2020
BU,AX202000,FEB,FID,ISP,4,0,0,4/1/2020,FY58,4/1/2020
BU,AX002339,FRD,ES,PE2,7,0,0,4/1/2020,FY58,4/1/2020
BU,AX004868,FEB,FID,ISP,1,0,0,4/1/2020,FY58,4/1/2020
BU,AX002020,FRD,ES,PE2,3,0,0,4/1/2020,FY58,4/1/2020
BU,AX004875,FRD,ES,PE2,14,0,0.21,4/1/2020,FY58,4/1/2020
BU,AX004027,FRD,ES,APD,7,2.49,0,4/1/2020,FY58,4/1/2020
BU,AX910084,FRD,ES,PE2,5,0,0,4/1/2020,FY58,4/1/2020
BU,AX004699,FRD,ES,PE2,8,0,0,4/1/2020,FY58,4/1/2020
BU,AX004700,FRD,ES,PE2,13,0,0.51,4/1/2020,FY58,4/1/2020
BU,AX005694,FRD,ES,PE2,19,0,1.16,5/1/2020,FY58,5/1/2020
BU,AX005281,FRD,ES,PE3,8,0,0,5/1/2020,FY58,5/1/2020
BU,AX005456,FRD,ES,PE2,24,0,3.43,5/1/2020,FY58,5/1/2020
BU,AX005412,FRD,ES,PE2,4,0,0,5/1/2020,FY58,5/1/2020
BU,AX005535,FEB,FID,FEB,5,0,0,5/1/2020,FY58,5/1/2020
BU,AX005536,FEB,FID,FEB,8,0,0,5/1/2020,FY58,5/1/2020
BU,AX005089,FRD,ES,PE1,15,0,0,5/1/2020,FY58,5/1/2020
BU,AX005370,FEB,FID,FEB,5,0,0,5/1/2020,FY58,5/1/2020
BU,AX005743,FKL,CT,PT,5,0,0,5/1/2020,FY58,5/1/2020
BU,AX005287,FEB,FID,FEB,7,0,0,5/1/2020,FY58,5/1/2020
BU,AX004699,FRD,ES,PE2,2,0,0.53,5/1/2020,FY58,5/1/2020
BU,AX004875,FRD,ES,PE2,18,0,2.09,5/1/2020,FY58,5/1/2020
BU,AX005288,FEB,FID,ISP,3,0,0,5/1/2020,FY58,5/1/2020
BU,AX005058,FRD,ES,APD,13,0,2.65,5/1/2020,FY58,5/1/2020
BU,AX005744,FEB,FID,ISP,7,0,0,5/1/2020,FY58,5/1/2020
BU,AX005057,FRD,ES,PE2,12,0,0,5/1/2020,FY58,5/1/2020
BU,AX004479,FRD,ES,PE2,2,0,0.9,5/1/2020,FY58,5/1/2020
BU,AX004700,FRD,ES,PE2,2,0,0.5,5/1/2020,FY58,5/1/2020
BU,AX004604,FEB,FID,DTP,20,0,1.55,5/1/2020,FY58,5/1/2020
BU,AX004868,FEB,FID,ISP,2,0,0,5/1/2020,FY58,5/1/2020
BU,AX004259,FRD,ES,PE2,8,0,0.68,5/1/2020,FY58,5/1/2020
BU,AX004258,FRD,ES,PE2,7,0,0.51,5/1/2020,FY58,5/1/2020
BU,AX004458,FEB,FID,ISP,6,0,0,5/1/2020,FY58,5/1/2020
BU,AX000999,FEB,FID,FEB,0,0,0.65,5/1/2020,FY58,5/1/2020
BU,AX005857,FRD,ES,PE2,23,0,0.52,5/1/2020,FY58,5/1/2020
BU,AX003422,FRD,ES,PE2,10,0,0.57,5/1/2020,FY58,5/1/2020
BU,AX001264,FRD,ES,PE2,1,0,0.25,5/1/2020,FY58,5/1/2020
BU,AX001575,FEB,FID,FRD,8,0,0,5/1/2020,FY58,5/1/2020
BU,AX000331,FEB,FID,FEB,0,0,0.54,5/1/2020,FY58,5/1/2020
BU,AX001855,FEB,FID,FRD,2,0,0,5/1/2020,FY58,5/1/2020
BU,AX000448,FEB,FID,FRD,3,0,0,5/1/2020,FY58,5/1/2020
BU,AX001843,FEB,FID,ISP,11,0,0,5/1/2020,FY58,5/1/2020
BU,AX202002,FKL,CT,PT,0,0,5.22,5/1/2020,FY58,5/1/2020
BU,AX002020,FRD,ES,PE2,1,0,0,5/1/2020,FY58,5/1/2020
BU,AX002339,FRD,ES,PE2,11,0,0.73,5/1/2020,FY58,5/1/2020
BU,AX004039,FTS,ES,PT,2,0,0,5/1/2020,FY58,5/1/2020
BU,AX006620,FRD,ES,PE3,3,0,0,5/1/2020,FY58,5/1/2020
BU,AX006404,FRD,ES,PE2,5,0,0,5/1/2020,FY58,5/1/2020
BU,AX910084,FRD,ES,PE2,5,0,0,5/1/2020,FY58,5/1/2020
BU,AX005391,FRD,ES,PE2,10,0,0.8,5/1/2020,FY58,5/1/2020
BU,AX005860,FRD,ES,PE2,11,0,0.81,5/1/2020,FY58,5/1/2020
BU,AX005987,FRD,ES,ZPRO,10,0,0,5/1/2020,FY58,5/1/2020
BU,AX006018,FRD,ES,PE2,19,0,1.29,5/1/2020,FY58,5/1/2020
BU,AX005858,FRD,ES,PE2,10,0,0.53,5/1/2020,FY58,5/1/2020
BU,AX005371,FEB,FID,FEB,5,0,0,5/1/2020,FY58,5/1/2020
BU,AX006017,FRD,ES,PE2,9,0,1.32,5/1/2020,FY58,5/1/2020
BU,AX006237,FRD,ES,PE2,8,0,1.79,5/1/2020,FY58,5/1/2020
BU,AX002997,FRD,ES,PE2,10,0,0.89,5/1/2020,FY58,5/1/2020
BU,AX002998,FEB,FID,FRD,10,0,0,5/1/2020,FY58,5/1/2020
BU,AX005883,FKL,CT,PT,7,0,0,5/1/2020,FY58,5/1/2020
BU,AX005536,FEB,FID,FEB,3,0,0,6/1/2020,FY58,6/1/2020
BU,AX006983,FRD,ES,PE2,20,0,1.39,6/1/2020,FY58,6/1/2020
BU,AX007171,FEB,FID,FRD,5,0,0,6/1/2020,FY58,6/1/2020
BU,AX006997,FRD,ES,APD,8,0,0.34,6/1/2020,FY58,6/1/2020
BU,AX005412,FRD,ES,PE2,14,0,0.44,6/1/2020,FY58,6/1/2020
BU,AX007591,FEB,FID,FEB,7,0,0,6/1/2020,FY58,6/1/2020
BU,AX005744,FEB,FID,ISP,0,0,0.85,6/1/2020,FY58,6/1/2020
BU,AX007631,FRD,ES,PE3,10,0,1,6/1/2020,FY58,6/1/2020
BU,AX006764,FRD,ES,PE3,13,0,0.92,6/1/2020,FY58,6/1/2020
BU,AX006018,FRD,ES,PE2,4,0,1.62,6/1/2020,FY58,6/1/2020
BU,AX006763,FRD,ES,PE3,13,0,0.94,6/1/2020,FY58,6/1/2020
BU,AX006811,FEB,FID,ISP,11,0,0,6/1/2020,FY58,6/1/2020
BU,AX006708,FRD,ES,ZPRO,18,0,0,6/1/2020,FY58,6/1/2020
BU,AX006687,FTS,ES,PT,14,0,0.65,6/1/2020,FY58,6/1/2020
